student_name,student_id,major,period,grade,passed_subject,get_subject
조진욱,2021508801,응용화학과,1,1,"['CHE431-02', 'CHE452-00', 'TK311-01', 'CSE428-00']","['GEC1105-G51', 'GEC1403-G20', 'GEC1105-G20', 'GEC1105-G18']"
장유라,2012222303,응용화학과,6,3,"['BME415-00', 'GED1960-G01', 'NE351-00', 'FR2041-00', 'GEN410-00', 'GEC1102-G00', 'EE363-00', 'CPE401-06', 'GED1987-G00', 'DC403-00', 'FD111-05', 'PAM332-00', 'BME412-05', 'PE205-01', 'GEC1104-G16', 'GEE1642-G00', 'ELC104-01', 'IS2512-00']","['GEC1105-G17', 'GEC1105-G47', 'GEC1403-G24', 'GEC1104-G38', 'GEC1104-G17']"
윤재율,2018805974,응용화학과,3,2,"['VID3011-00', 'DC216-00', 'PM4025-06', 'EDU2102-G00', 'AR112-03', 'GEC0103-G11', 'IPE108-00', 'FT2070-00', 'EE497-15', 'AE211-00']","['GEC1104-G16', 'GEC0103-G04', 'GED1959-G03', 'GEE1345-G01', 'EDU3171-G00', 'GEE1127-G01']"
한재은,2016439222,응용화학과,5,3,"['HBT301-00', 'GED1657-G00', 'SM312-00', 'PE203-01', 'SWCON253-00', 'IS2202-00', 'APCH1101-08', 'GEN305-01', 'GED1419-G00', 'PM1019-04', 'AR161-02', 'FSB281-00', 'AMIE441-00', 'FR2011-00', 'ESP101-00']","['GED1358-G00', 'GED1240-G01', 'GEC1104-G08', 'GEC2001-G29', 'GEC1105-G23']"
정시원,2015843300,응용화학과,5,3,"['GED1217-G00', 'SM328-00', 'GEC0103-G10', 'CPE301-16', 'GEE1344-G01', 'APHY2100-00', 'GED1508-G00', 'ENV491-01', 'SM208-01', 'GEC1102-G45', 'CSE305-01', 'CSE322-00', 'PAM401-00', 'AE371-00', 'IS2514-00', 'RU4402-00', 'KO3106-00', 'LA420-00']","['GEC2001-G08', 'GED1542-G00', 'GEC1104-G04', 'EDU2103-G03', 'GEC2001-G21', 'GEE1657-G01']"
조해리,2015216745,응용화학과,8,4,"['APCH3606-00', 'GEC1102-G48', 'IS2203-00', 'APCH1121-01', 'GEE1633-G00', 'EE442-00', 'AMIE202-02', 'AR411-03', 'TC205-00', 'APHY2107-00', 'HBT325-00', 'GEC1104-G34', 'SC105-01', 'ID4019-00', 'PM3022-07', 'CPE301-08', 'SM333-00', 'TK201-02', 'SPACE312-01', 'GEB1102-G06', 'OMB401-00', 'ME435-01', 'GEC1105-G37', 'ELC101-00']","['GED1959-G01', 'GED1959-G04', 'GEC1102-G08', 'GEB1202-G00']"
이찬영,2016544054,응용화학과,8,4,"['CDG3254-00', 'FR3015-00', 'DC304-00', 'GED1733-G00', 'AMTH1002-01', 'EE368-02', 'IS4401-00', 'SM316-01', 'GED1235-G00', 'FD105-00', 'GEC1105-G45', 'PM3022-10', 'PM2023-09', 'PAM401-00', 'ELC462-00', 'GED1325-G00']","['GEB1102-G02', 'EDU3103-G00', 'GEC2001-G21', 'GEC1403-G26']"
이윤진,2014336141,응용화학과,3,2,"['APCH2104-00', 'GEC1102-G27', 'GEC1102-G22', 'APCH4501-00', 'GEC1403-G20', 'EE321-00', 'GEN418-00', 'BME305-00', 'DC207-01', 'APHY1000-02', 'FD101-02', 'VID2011-00']","['GEC1105-G34', 'GEC1403-G25', 'GEC1104-G11', 'GED1305-G00']"
윤현진,2017374548,응용화학과,7,4,"['GEC2001-G38', 'GED1957-G00', 'CPE201-06', 'APHY1002-22', 'TK201-02', 'GEC1104-G29', 'EDU2102-G01', 'FD103-01', 'AE351-01', 'APCH3301-01', 'AE351-01', 'GEC1105-G37', 'GI302-01', 'TK204-01', 'GED1223-G01', 'IE201-00', 'ID3016-00', 'ME435-01', 'GEC2001-G03', 'TC321-00', 'APCH2303-02', 'GEC1403-G15', 'ME380-02', 'ME475-01']","['GEC1102-G45', 'GEC2001-G10', 'GEE1956-G02', 'GED1356-G01']"
정윤서,2017630622,응용화학과,7,4,"['SC206-01', 'PM3022-18', 'EE324-00', 'VID3028-01', 'BME316-00', 'APCH1101-03', 'PM3022-18', 'CDG0264-00', 'AE231-00', 'PE205-01', 'FD111-02', 'AMTH1002-04', 'CA2004-00', 'GEC1403-G05', 'GEE1648-G00', 'CPE301-09', 'GEC1403-G27', 'GEC1102-G10', 'RU2103-00', 'BME403-00']","['GED1959-G01', 'GEC1104-G29', 'GEC1104-G25', 'GEC0103-G10']"
서서정,2014482406,응용화학과,7,4,"['GEE1665-G01', 'EDU3110-G00', 'AE473-03', 'IS2004-01', 'GEC0103-G10', 'ME301-01', 'RU1103-01', 'VID2007-00', 'ID2011-00', 'PE203-01', 'ELC203-01', 'SM425-00', 'NE354-00', 'EE209-04', 'EDU3137-G00', 'CE273-00']","['GEC1102-G53', 'GEB1202-G00', 'GEC0103-G01', 'GEC1104-G21']"
이진성,2021175500,응용화학과,2,1,"['AMTH1009-11', 'FD101-01', 'APHY3201-00', 'AMIE202-01', 'GEN308-00']","['GEC1102-G14', 'GEC2001-G21', 'GEE1344-G02', 'GEE1642-G00']"
김세민,2021451539,응용화학과,1,1,"['IS2202-01', 'GED1337-G00', 'KO2201-00', 'GEN204-00', 'EE362-01', 'GEC1102-G22']","['GED1363-G00', 'GED1325-G00', 'GEC1104-G06', 'GEC1102-G13', 'GEC1105-G24']"
박태린,2021035305,응용화학과,2,1,"['FD101-01', 'JP271-00', 'ESP213-00', 'AR111-01']","['GEC1104-G44', 'GEC1104-G37', 'GEC1105-G21', 'GED1408-G00']"
장동우,2013696582,응용화학과,3,2,"['PM2023-18', 'IE411-00', 'GED1955-G00', 'GED1959-G04', 'PM1012-00', 'FSB391-00', 'APHY4200-00', 'DC201-00', 'HBT302-00', 'GEE1956-G01', 'GED1991-G00', 'CSE223-00']","['GED1123-G00', 'GEC1104-G35', 'GED1212-G00', 'GEE1652-G00']"
조해준,2012115457,응용화학과,5,3,"['AR111-02', 'GEC1102-G19', 'BME412-05', 'PM1019-08', 'CSE426-00', 'IS1001-01', 'CPE101-06', 'EE442-00', 'ME251-04', 'NE201-00', 'GEC1403-G11', 'NE412-00']","['GEC1403-G15', 'GEC1105-G40', 'GEC1105-G48', 'GEE1652-G00', 'GED1223-G01']"
한도윤,2014924660,응용화학과,5,3,"['LA210-00', 'AMIE202-01', 'VID2019-00', 'FD101-03', 'AMTH1004-12', 'EE202-05', 'AMTH1004-12', 'GED1951-G00', 'LA210-00', 'CE485-01', 'APHY4200-00', 'DC216-00']","['GEC1104-G05', 'GEC1104-G29', 'GEE1127-G02', 'GED1504-G00', 'GEC1105-G43']"
한서준,2019708306,응용화학과,6,3,"['GEE1665-G01', 'CSE436-00', 'CHE252-01', 'FD101-01', 'FR3011-01', 'CSE103-01', 'LA315-00', 'FT3082-00', 'HBT406-00', 'ESP309-00', 'CHI209-00', 'ELC257-00', 'TC205-00', 'ME431-01', 'IE410-00', 'GEC2001-G33', 'APHY1002-17']","['GEE1630-G00', 'GED1628-G00', 'GEE1332-G04', 'GEC1104-G10', 'GEC1403-G33', 'GEC1403-G18']"
김여원,2011231931,응용화학과,7,4,"['PM2026-00', 'CHI419-00', 'GEC2001-G32', 'AR161-02', 'GEC1105-G45', 'GEB1201-G00', 'AMIE396-04', 'CSE301-01', 'KO2201-00', 'GEC1403-G18', 'EE497-01', 'AMTH1004-00', 'PM2023-09', 'APCH1101-01', 'GEC1104-G06', 'FT1075-00', 'OMB301-00', 'AMTH1002-11', 'CPE101-04', 'FT1001-00', 'SWCON311-00', 'GEC1104-G10', 'IS1001-01']","['GEE1332-G00', 'GEC1403-G07', 'GED1542-G00', 'GED1235-G00', 'GEE1633-G00']"
정지성,2018516017,응용화학과,5,3,"['EDU4104-G01', 'GED1717-G03', 'APCH1101-00', 'GEC1403-G06', 'CHE232-02', 'RU4104-00', 'AMTH1002-04', 'ME202-04', 'EDU4103-G00', 'GEC1403-G16', 'CHI201-00', 'IS4205-00', 'FT2069-00', 'CPE201-11', 'TK306-02', 'GEC1105-G46', 'EE497-14', 'TK105-01']","['GED1960-G00', 'GEE1958-G01', 'GEB1102-G05', 'GED1223-G02', 'GEE1956-G01', 'GEE1665-G00']"
임혜인,2018338363,응용화학과,7,4,"['IE423-03', 'TC321-00', 'GEC2001-G08', 'IS2204-01', 'KO3103-00', 'FSB381-00', 'FT1073-00', 'GEN306-00', 'ELC205-00', 'CSE203-01', 'CPE301-13', 'OMB312-00', 'APCH1121-06', 'APHY1000-03', 'GEE1613-G00', 'GEC1403-G20', 'GEC1102-G12', 'CHE332-02', 'DC201-00', 'VID2019-01']","['GED1631-G00', 'EDU2101-G00', 'GEC1104-G33', 'GEC1102-G05', 'GED1734-G00', 'GEC2001-G36']"
서서아,2012280797,응용화학과,7,4,"['GED1459-G00', 'PM3027-00', 'CHE232-02', 'ID2011-00', 'PE218-00', 'AE473-02', 'ENV385-00', 'GED1223-G01', 'GEC1105-G51', 'GEC1104-G33', 'APCH1101-03', 'PM2019-01', 'EE368-04', 'GI103-01', 'GED1432-G00', 'GEC2001-G08', 'GED1528-G00', 'SM331-00', 'GI405-01', 'GEC1105-G08']","['GED1223-G00', 'GEC2001-G04', 'GEE1665-G00', 'GEC2001-G38']"
장준영,2012277213,우주과학과,5,3,"['FR1013-02', 'FD101-02', 'GI408-00', 'CSE495-00', 'FT2011-00', 'CHI201-01', 'RU4104-00', 'IS2513-00', 'GEC1102-G04', 'FD111-02', 'PM3016-00', 'GEC1102-G42', 'PM2026-00', 'CHI315-00', 'GEC1403-G27', 'KO4304-00', 'EDU3131-G00']","['GED1820-G00', 'GEC1105-G29', 'GED1357-G00', 'GEC1102-G52', 'GEC1102-G22', 'GEE1959-G00']"
강단아,2018491551,우주과학과,3,2,"['GED1860-G00', 'GED1929-G00', 'GED1501-G00', 'EE368-00', 'GED1947-G00', 'EDU3101-G00', 'GED1103-G00', 'BIO101-02', 'CHI103-02', 'GEC1403-G15']","['GEC1403-G36', 'GEE1644-G00', 'GEC1403-G34', 'GED1362-G00']"
김선율,2017155797,우주과학과,3,2,"['ESP207-02', 'CE351-01', 'BME303-00', 'PM4005-00', 'FD101-02', 'GEN308-00', 'GEC2001-G03', 'SC202-01', 'ME312-04']","['GEE1958-G00', 'GEC1105-G46', 'GED1504-G00', 'GEC1104-G00', 'GEC0103-G07', 'GEC1102-G20']"
최소현,2012590700,우주과학과,3,2,"['DC205-00', 'GEN324-00', 'IS2507-00', 'SM208-01', 'BME409-00', 'ME331-01', 'FT2070-00', 'GEE1669-G00', 'GEB1202-G05', 'FD111-01']","['GEC1105-G45', 'GED1437-G00', 'GEC1105-G25', 'GEC1102-G50', 'GEC1105-G18', 'GEC2001-G26']"
조도윤,2011859312,우주과학과,8,4,"['KO4304-00', 'ME252-02', 'EE321-00', 'AE431-00', 'GEC2001-G14', 'APCH4601-00', 'AMTH1009-07', 'GED1459-G00', 'GEC1403-G37', 'ME382-01', 'APCH1121-06', 'GED1631-G00', 'GEC1102-G16', 'IS1003-00', 'GEE1958-G01', 'APHY2100-00', 'GEE1332-G03', 'AMTH1009-16', 'EE368-04', 'FR2011-00']","['GEC1105-G12', 'GED1734-G00', 'GEC1403-G07', 'GED1959-G04']"
서진욱,2019051615,우주과학과,6,3,"['GEC1105-G18', 'CHE453-00', 'GED1248-G00', 'IE324-01', 'GEC1403-G19', 'EE212-00', 'GEC1403-G21', 'AMTH1004-09', 'APCH4603-00', 'EE497-03', 'AR112-03', 'GEC1102-G49', 'VID2002-01', 'GEE1648-G01', 'GEN305-01']","['GEB1102-G07', 'EDU2104-G00', 'GEC1403-G08', 'GEE1267-G00', 'GED1991-G00', 'GEC1105-G48']"
장다온,2019490415,우주과학과,5,3,"['RU2304-00', 'EE497-13', 'ME479-03', 'SC311-00', 'BME412-04', 'CHE232-04', 'GEC1105-G16', 'RU1101-01', 'GEE1330-G01', 'FSB471-00', 'GE4001-00', 'CHI201-01']","['GEE1665-G01', 'GEB1202-G04', 'GED1432-G01', 'GEC2001-G19', 'GEC1104-G42']"
장윤찬,2021280181,우주과학과,2,1,"['PM3022-13', 'GEC1105-G07', 'APCH2202-00', 'ME252-02', 'GEC1102-G23']","['GEC1102-G05', 'GED1957-G02', 'GED1217-G01', 'GEE1670-G00']"
이은영,2016469401,우주과학과,7,4,"['NE303-00', 'AMTH1009-00', 'CHI303-01', 'GEC1105-G09', 'GEC1104-G24', 'AMTH3025-00', 'GED1868-G00', 'APCH2201-01', 'DC303-00', 'ESP438-00', 'FSB361-00', 'ELC251-00', 'GEC1105-G10', 'GEC2001-G07', 'CHE232-02', 'GEC2001-G39', 'GED1947-G00', 'GEC1102-G20', 'GEC2001-G40', 'GED1465-G00', 'SM420-00', 'CA4011-00', 'JP475-00', 'APCH4105-00']","['GEB1102-G01', 'GEC2001-G01', 'GEC2001-G25', 'GEC1104-G45', 'GEE1330-G03', 'GED1960-G00']"
최현준,2021416089,우주과학과,2,1,"['GI408-00', 'EE209-04', 'IS2003-01', 'TK408-01']","['GEC1105-G10', 'GEC2001-G27', 'GEC1105-G42', 'GED1984-G00']"
강윤성,2017710266,우주과학과,3,2,"['GEE1267-G00', 'CPE201-08', 'GEC2001-G28', 'CHE257-02', 'LA314-00', 'AMTH1002-07', 'GED1960-G00', 'APHY1002-24']","['GEC1403-G03', 'GED1540-G00', 'GEC2001-G03', 'GED1504-G00', 'GEC0103-G02']"
박도영,2013385227,우주과학과,7,4,"['PM2019-00', 'GEC1104-G29', 'APHY2000-00', 'GED1717-G02', 'GED1517-G00', 'ME305-01', 'GED1544-G00', 'APCH1101-02', 'EDU2104-G00', 'GEC1105-G33', 'APHY1002-09', 'ME331-02', 'GED1305-G00', 'GEC1104-G03', 'CPE401-14', 'AR352-00', 'GED1945-G01', 'GED1801-G00', 'FD103-03', 'ELC103-00']","['GED1509-G00', 'GED1206-G00', 'GEC1104-G43', 'GED1947-G00', 'GEC1102-G10', 'GED1465-G00']"
김승호,2017427167,우주과학과,7,4,"['DC302-00', 'PM3018-00', 'PE217-00', 'JP476-00', 'ELC344-00', 'AR411-02', 'GEC1403-G28', 'CPE201-09', 'GEC1105-G20', 'SC305-01', 'AR431-02', 'RU1101-00', 'VID2018-00', 'CSE204-03', 'IS2202-01', 'GEC1102-G53', 'IS3002-01', 'AMIE400-00', 'CPE104-04', 'AMIE471-00', 'ID2003-00', 'HBT408-00', 'BME412-04', 'EDU3357-G00']","['EDU3106-G01', 'GEC1105-G18', 'GED1123-G00', 'GEC2001-G41']"
장현서,2021026277,우주과학과,2,1,"['CHE431-03', 'AMTH1002-09', 'VID3020-00', 'EE202-04', 'AMIE361-00']","['GEC1104-G07', 'GEB1102-G01', 'GEB1301-G01', 'GEB1101-G01', 'GEC1102-G13', 'GEE1644-G01']"
조하성,2012031866,우주과학과,8,4,"['CHE232-04', 'AMTH1004-06', 'GEC2001-G36', 'GEC1104-G45', 'IS3001-01', 'HBT310-00', 'GEC0103-G01', 'GEC0103-G13', 'APHY1100-01', 'GEC1102-G17', 'TC202-00', 'GEC1403-G00', 'ENV171-00', 'LA209-00', 'FR2011-01', 'NE201-00']","['GEC0103-G03', 'GEC1105-G12', 'GEE1648-G00', 'GEE1667-G00', 'GEC1104-G32']"
최승주,2021003287,우주과학과,2,1,"['TK211-02', 'EE421-00', 'ME211-03', 'IS2004-00', 'FSB441-00', 'SC107-01']","['GEB1102-G01', 'GEC0103-G04', 'GED1929-G00', 'GEE1648-G01']"
장희연,2021964460,우주과학과,1,1,"['CHE232-02', 'CPE201-07', 'PAM411-00', 'CPE104-01', 'CHE252-02']","['GED1208-G00', 'GEE1127-G01', 'GED1860-G00', 'GEC2001-G23', 'GED1666-G00', 'GEE1343-G00']"
박윤주,2014832256,우주과학과,8,4,"['NE412-00', 'VID2011-00', 'APCH4501-00', 'ID3013-00', 'GEC1105-G29', 'GED1819-G00', 'KO3102-00', 'ELC356-00', 'ENV461-00', 'GEE1633-G01', 'IS1003-01', 'CPE101-06', 'IPE401-00', 'ID3016-00', 'PAM329-00', 'CE474-00', 'EE201-03', 'APHY1002-17', 'APCH1131-00', 'GED1242-G00', 'ESP203-00', 'PM1019-00', 'AR411-04', 'GEE1648-G01']","['GEC1105-G49', 'IPE303-00', 'GEC1102-G02', 'GED1737-G00']"
임준희,2021965687,우주과학과,1,1,"['SWCON367-00', 'OMB310-00', 'APCH3301-01', 'GEC1105-G42', 'CHE332-01']","['GEC1104-G09', 'GEC1102-G29', 'GED1325-G00', 'GEE1920-G00']"
윤혜령,2017529176,우주과학과,5,3,"['ESP239-00', 'ELC205-00', 'PM4025-15', 'CHE453-00', 'TC208-00', 'GED1517-G00', 'SM208-01', 'APHY3200-00', 'VID4022-00', 'ELC203-00', 'IS3001-00', 'SM425-00', 'ELC204-00', 'DC332-00', 'ENV391-00']","['GEC1403-G23', 'GEC1105-G38', 'GEE1345-G00', 'GEC1104-G37']"
정도원,2013901370,우주과학과,7,4,"['AMIE400-00', 'GEC1403-G28', 'PM1019-13', 'EDU3110-G00', 'FR3011-01', 'IPE303-00', 'AMTH2004-00', 'EDU2107-G00', 'FDA301-00', 'NE354-00', 'DC202-00', 'PE105-01', 'OMB216-00', 'KO1403-00', 'GEE1127-G01', 'CHE252-01', 'KO3106-00', 'AR311-01', 'APCH1101-05', 'SPACE231-00', 'CPE108-01', 'PM4025-13', 'GEC1102-G17']","['GED1408-G01', 'EDU3101-G00', 'GEE1332-G05', 'GEC2001-G27', 'GEC1105-G12', 'GEC1403-G01']"
강건우,2014006062,우주과학과,4,2,"['DC204-00', 'APCH2303-02', 'GEC1104-G12', 'GEB1102-G02', 'GEC1403-G18', 'ENV391-00', 'GEC1105-G02', 'IE415-00', 'CPE201-12', 'DC304-00']","['EDU3101-G00', 'GED1113-G01', 'GEC1104-G30', 'GED1223-G02', 'IPE503-00']"
한승준,2013952758,우주과학과,3,2,"['APHY4000-00', 'EDU3137-G00', 'AE473-01', 'EE209-03', 'JP233-00', 'EE209-01', 'FD103-01', 'GED1502-G01']","['GEC2001-G37', 'GEC1105-G28', 'GEC1104-G18', 'GED1206-G00', 'GEC1403-G37', 'GEC1403-G08']"
강현지,2011594027,우주과학과,6,3,"['CA2006-01', 'FSB271-00', 'CHI302-00', 'VID4018-01', 'GEC1102-G51', 'FT3081-00', 'EE201-00', 'ENV393-00', 'CHI203-00', 'ELC481-00', 'AE103-00', 'BME412-04', 'GEN203-00', 'JP272-00', 'PM1019-12']","['GEC1104-G29', 'GEC1105-G02', 'GEE1959-G01', 'GED1301-G00']"
한채빈,2021481060,우주과학과,1,1,"['FD103-03', 'APHY3201-00', 'GEC1105-G06', 'TK403-02', 'KO1403-00']","['GEC1403-G21', 'GED1609-G01', 'GED1959-G04', 'GED1734-G00', 'GEC1102-G09']"
최준현,2011078919,우주과학과,7,4,"['ESP309-00', 'TK308-02', 'FR1011-01', 'EE342-01', 'GEC1104-G32', 'APHY1000-10', 'GEC1403-G18', 'KO2201-00', 'CPE401-13', 'ME211-01', 'CHE231-01', 'BME416-00', 'AMTH1009-00', 'CA1007-00', 'ME251-04', 'GEC1102-G39']","['GEE1615-G00', 'GED1432-G01', 'GED1363-G00', 'GEE1330-G01']"
임태경,2015365214,우주과학과,5,3,"['GEE1608-G00', 'IS3107-00', 'IS1004-01', 'EDU3106-G00', 'GEB1102-G04', 'IS3002-00', 'GEC2001-G10', 'AMTH1002-03', 'GED1739-G00', 'AE352-00', 'FD111-05', 'OMB412-00', 'CPE201-10', 'PE107-01', 'ME205-01']","['GEC2001-G28', 'GEC1105-G06', 'GEC2001-G11', 'GED1820-G00']"
윤로운,2013366079,우주과학과,4,2,"['PE307-01', 'SPACE424-00', 'AMIE394-03', 'FD105-00', 'CE202-01', 'ME380-02', 'CHI107-00', 'CPE401-08']","['GEC1105-G15', 'GED1665-G00', 'GED1467-G00', 'GED1240-G01', 'GEC0103-G11', 'GEE1345-G00']"
김서안,2012724464,우주과학과,3,2,"['CPE101-07', 'CHE453-00', 'GEE1665-G00', 'FD101-00', 'AR371-00', 'TC202-00', 'PM3027-00', 'BIO101-00', 'GEC1105-G08', 'GEE1344-G02']","['EDU3105-G00', 'GED1609-G00', 'GEC1102-G33', 'GEC1105-G36']"
박태빈,2021067898,우주과학과,1,1,"['GED1710-G00', 'PM3022-01', 'GEN409-00', 'GEE1956-G03']","['GED1666-G00', 'GEC1104-G44', 'GEC0103-G07', 'GEC1403-G14', 'GED1325-G00', 'GED1908-G00']"
윤현지,2014750699,우주과학과,7,4,"['PAM320-00', 'GEC1403-G11', 'APCH2301-00', 'AR411-03', 'OMB401-00', 'SM328-00', 'GED1539-G00', 'JP213-00', 'NE205-00', 'ME301-02', 'CHE232-04', 'APHY1100-02', 'FD111-02', 'SC308-01', 'ENV387-01', 'PM4025-15', 'AMTH1004-11', 'GED1105-G00', 'CPE103-01', 'IS2204-01']","['GEC1104-G43', 'GED1223-G00', 'GEE1332-G04', 'GEE1959-G01']"
정가빈,2015474994,우주과학과,8,4,"['GEC1102-G03', 'CE400-00', 'KO3106-00', 'GEC1102-G33', 'SC404-01', 'IS1003-01', 'GEC1102-G12', 'ENV390-00', 'CPE301-03', 'CHI419-00', 'GEE1608-G00', 'EE201-00', 'FT3077-00', 'IS3002-00', 'GED1961-G00', 'PM1019-12', 'AMTH1002-17', 'GEC1102-G09', 'GEE1633-G00', 'IE103-00']","['GEE1332-G00', 'GEB1101-G02', 'GED1631-G00', 'EDU3101-G00', 'GEC2001-G40', 'GED1957-G02']"
서주현,2012551169,우주과학과,3,2,"['PM3022-03', 'HBT302-00', 'GED1959-G00', 'GEE1345-G00', 'CSE406-00', 'GEC1104-G28', 'CE377-01', 'GEC2001-G34', 'PM4025-04', 'ME351-01', 'GEC2001-G28', 'CE100-00']","['GEE1332-G04', 'GEC1102-G38', 'GEC1102-G22', 'GED1123-G00']"
조은찬,2021483357,우주과학과,1,1,"['CDG0268-00', 'IS2204-00', 'GEC1104-G37', 'APHY1002-15']","['GEC1105-G34', 'GEC1403-G25', 'GEC1403-G00', 'GEC1104-G06', 'GED1432-G01', 'GEC1102-G13']"
임동준,2017143733,우주과학과,3,2,"['SPACE312-01', 'CHE252-02', 'GED1539-G00', 'GED1860-G00', 'GEC1104-G38', 'CDG0268-00', 'EE497-01', 'FT1071-00', 'SC105-01', 'JP213-00']","['GED1717-G02', 'GED1989-G00', 'GEC1105-G03', 'GED1217-G01', 'GEC1102-G20', 'GEC2001-G25']"
김시헌,2015740777,우주과학과,7,4,"['GEC1102-G27', 'IS2511-00', 'ME380-02', 'CSE308-00', 'AR311-02', 'BME406-00', 'CE474-00', 'GEC1403-G06', 'ENV276-00', 'APHY1100-03', 'CHE477-00', 'GEE1665-G00', 'GEB1202-G00', 'LA312-00', 'DC304-00', 'RU3202-00']","['GEC1104-G10', 'GEC1105-G28', 'GEC1105-G42', 'GED1628-G00']"
이로운,2018536675,우주과학과,3,2,"['ME321-02', 'ID4016-00', 'GEC1403-G13', 'APHY1002-23', 'CHE257-01', 'GEC0103-G11', 'SC209-00', 'ID2013-01', 'GEE1644-G01', 'AMTH1009-09', 'ENV385-01', 'GED1945-G00']","['GED1206-G00', 'EDU2102-G00', 'GED1738-G00', 'GEC2001-G40', 'GEC2001-G04', 'GEC1104-G34']"
장여원,2021033882,우주과학과,1,1,"['ELC343-00', 'CE275-02', 'GEC1104-G15', 'PM1012-01']","['GEC2001-G29', 'GED1738-G00', 'GED1432-G01', 'GED1733-G00', 'GEC1104-G06', 'GEC1105-G12']"
김기범,2018752303,우주과학과,8,4,"['GEC1403-G39', 'TC211-00', 'GED1408-G01', 'IE411-00', 'ELC257-00', 'APCH3403-00', 'AMTH1004-12', 'CA4011-00', 'AMIE371-00', 'GEE1642-G00', 'AMTH1004-02', 'SM327-00', 'CHI303-01', 'SM312-00', 'PE107-01', 'PM2023-07']","['GED1955-G00', 'GEC1104-G11', 'GED1223-G02', 'GEC0103-G04']"
정빛나,2016368438,우주과학과,8,4,"['AR111-05', 'AMTH2006-00', 'DC304-00', 'CHE332-02', 'FSB451-00', 'PM4025-15', 'AMTH1002-03', 'EDU2107-G00', 'GEC1403-G26', 'GED1544-G00', 'FR3016-00', 'FD111-03', 'GED1960-G01', 'PE403-00', 'APHY1000-07', 'SM420-00']","['GEC1104-G16', 'GEC1105-G04', 'GEE1343-G00', 'GEE1648-G00', 'GEC1403-G27']"
임하나,2014642023,우주과학과,8,4,"['CSE203-03', 'TC211-00', 'FT3077-00', 'BME213-01', 'GEC2001-G35', 'CDG3260-00', 'GI315-00', 'CDG3262-00', 'GED1540-G00', 'CSE224-00', 'GI404-01', 'APCH2303-00', 'ID4016-00', 'GI306-01', 'CA4001-01']","['GEC1102-G09', 'GED1736-G00', 'GEC1104-G45', 'GED1865-G00', 'GED1542-G00', 'GEC2001-G14']"
최시후,2013030390,우주과학과,3,2,"['GEC2001-G14', 'SWCON401-00', 'ELC302-00', 'GEC1105-G22', 'EDU3161-G00', 'GEE1644-G01', 'CA2004-00', 'GEE1625-G00', 'GED1959-G00', 'AE371-00', 'ESP333-00', 'SM320-00']","['GEC1102-G03', 'GEE1345-G01', 'GEC1102-G51', 'GEC1105-G30', 'GEC0103-G02']"
조유민,2021595525,우주과학과,1,1,"['GED1960-G01', 'APCH1121-03', 'GEC1105-G40', 'IE423-03', 'PM3022-12', 'GEC1105-G41']","['GED1202-G01', 'GEC1102-G42', 'GEE1608-G00', 'GED1419-G01']"
서동현,2014950181,우주과학과,8,4,"['ME431-01', 'DC205-00', 'EE497-01', 'GEC1104-G25', 'ME231-03', 'CHI312-00', 'ME314-01', 'APCH1101-07', 'AE231-00', 'LA312-01', 'VID3015-00', 'FD103-01', 'GEC1105-G38', 'GEC1105-G07', 'CHI209-00', 'NE354-00', 'FD101-02', 'PE400-00', 'CE100-00', 'GEC1403-G29']","['GEC1104-G35', 'GEC1102-G11', 'GEC1102-G34', 'GED1738-G00']"
이다겸,2018505374,우주과학과,5,3,"['CPE101-08', 'GEE1127-G00', 'APCH1121-01', 'FD101-03', 'AMTH1004-04', 'GEC1403-G11', 'GED1908-G00', 'GEC1102-G52', 'GEC1403-G21', 'GEC1104-G17', 'ID4015-00', 'APHY4400-00', 'CA1006-01', 'GED1502-G00', 'GEC1104-G15']","['GEC1102-G50', 'GED1664-G00', 'GEC2001-G03', 'GEC1403-G10', 'GEE1956-G01', 'GEC1104-G09']"
정채빈,2017681466,우주과학과,8,4,"['AMTH1009-08', 'GED1908-G00', 'PM4025-03', 'GEC1102-G20', 'CSE203-01', 'GEC1102-G17', 'APCH4601-00', 'PM2023-14', 'CHI409-00', 'CDG0265-00', 'GED1609-G01', 'GEC2001-G28', 'GED1717-G03', 'GEC2001-G22', 'FR4024-00', 'JP111-00']","['GEC2001-G02', 'GED1736-G00', 'GEB1301-G01', 'GEC2001-G34', 'GEC1403-G09']"
최이든,2015461030,우주과학과,7,4,"['EE463-00', 'ENV212-01', 'CHE353-01', 'GED1738-G00', 'GEN302-00', 'GEE1665-G00', 'VID4022-00', 'GED1951-G00', 'OMB216-00', 'ME305-02', 'CHI415-00', 'GEC1105-G29', 'FD111-05', 'PM4025-06', 'GED1656-G00', 'GED1353-G00', 'FD101-03', 'TK101-01', 'EDU3137-G00', 'GEC1105-G24', 'DC207-01', 'JP251-00', 'GEC1105-G35', 'AMTH1009-05']","['GEC1104-G24', 'GEC1105-G11', 'GEC1102-G30', 'GEC1105-G28', 'GEC1403-G16']"
